"ds","y"
2009-04-12,1197
2009-04-13,1487
2009-04-14,1595
2009-04-15,1831
2009-04-16,1840
2009-04-17,1594
2009-04-18,1263
2009-04-19,1289
2009-04-20,1781
2009-04-21,1831
2009-04-22,1711
2009-04-23,1762
2009-04-24,2147
2009-04-25,2546
2009-04-26,2763
2009-04-27,2511
2009-04-28,1972
2009-04-29,2059
2009-04-30,2230
2009-05-01,1857
2009-05-02,1331
2009-05-03,1419
2009-05-04,1727
2009-05-05,1775
2009-05-06,1918
2009-05-07,1711
2009-05-08,1537
2009-05-09,1256
2009-05-10,1194
2009-05-11,1440
2009-05-12,1828
2009-05-13,1806
2009-05-14,1710
2009-05-15,1641
2009-05-16,1009
2009-05-17,1072
2009-05-18,1777
2009-05-19,1659
2009-05-20,1591
2009-05-21,1531
2009-05-22,1628
2009-05-23,1137
2009-05-24,967
2009-05-25,1080
2009-05-26,1730
2009-05-27,1799
2009-05-28,1527
2009-05-29,1218
2009-05-30,1090
2009-05-31,1023
2009-06-01,1364
2009-06-02,1765
2009-06-03,1579
2009-06-04,1394
2009-06-05,1494
2009-06-06,1260
2009-06-07,1067
2009-06-08,1324
2009-06-09,1533
2009-06-10,1532
2009-06-11,1690
2009-06-12,1622
2009-06-13,1055
2009-06-14,1121
2009-06-15,1358
2009-06-16,1826
2009-06-17,1523
2009-06-18,1802
2009-06-19,1340
2009-06-20,1193
2009-06-21,1273
2009-06-22,1417
2009-06-23,1337
2009-06-24,1464
2009-06-25,1247
2009-06-26,1191
2009-06-27,918
2009-06-28,1041
2009-06-29,1227
2009-06-30,1339
2009-07-01,1506
2009-07-02,1210
2009-07-03,1147
2009-07-04,1487
2009-07-05,2425
2009-07-06,2454
2009-07-07,1778
2009-07-08,1567
2009-07-09,1821
2009-07-10,1596
2009-07-11,1335
2009-07-12,1371
2009-07-13,1560
2009-07-14,1506
2009-07-15,1710
2009-07-16,1565
2009-07-17,1517
2009-07-18,1359
2009-07-19,1457
2009-07-20,1882
2009-07-21,1763
2009-07-22,2513
2009-07-23,2167
2009-07-24,2275
2009-07-25,1485
2009-07-26,1454
2009-07-27,1782
2009-07-28,2036
2009-07-29,2195
2009-07-30,1881
2009-07-31,1700
2009-08-01,1442
2009-08-02,1565
2009-08-03,2118
2009-08-04,2549
2009-08-05,4309
2009-08-06,3541
2009-08-07,2469
2009-08-08,1949
2009-08-09,2119
2009-08-10,2608
2009-08-11,2395
2009-08-12,2333
2009-08-13,2228
2009-08-14,3667
2009-08-15,2234
2009-08-16,2286
2009-08-17,2886
2009-08-18,4464
2009-08-19,3995
2009-08-20,2938
2009-08-21,5836
2009-08-22,2398
2009-08-23,2409
2009-08-24,2826
2009-08-25,3546
2009-08-26,2464
2009-08-27,2448
2009-08-28,3138
2009-08-29,2902
2009-08-30,2615
2009-08-31,3507
2009-09-01,3103
2009-09-02,2874
2009-09-03,2536
2009-09-04,2733
2009-09-05,2845
2009-09-06,3217
2009-09-07,2929
2009-09-08,3390
2009-09-09,2849
2009-09-10,3328
2009-09-11,3691
2009-09-12,3124
2009-09-13,7512
2009-09-14,5526
2009-09-15,5012
2009-09-16,3024
2009-09-17,3158
2009-09-18,3309
2009-09-19,2963
2009-09-20,4591
2009-09-21,16953
2009-09-22,26370
2009-09-24,4281
2009-09-28,20928
2009-09-29,6368
2009-09-30,3834
2009-10-01,3225
2009-10-02,3546
2009-10-03,2668
2009-10-04,8954
2009-10-05,12168
2009-10-06,9551
2009-10-07,4853
2009-10-08,4589
2009-10-09,3935
2009-10-10,4073
2009-10-11,6569
2009-10-12,29145
2009-10-13,8741
2009-10-17,5998
2009-10-18,8836
2009-10-19,7055
2009-10-20,5138
2009-10-21,4664
2009-10-22,3838
2009-10-23,3327
2009-10-24,3418
2009-10-25,6166
2009-10-26,11881
2009-10-27,5315
2009-10-28,3785
2009-10-29,3369
2009-10-30,3150
2009-10-31,2521
2009-11-01,7314
2009-11-02,6159
2009-11-03,5240
2009-11-04,3711
2009-11-05,3455
2009-11-06,2985
2009-11-07,2415
2009-11-08,6714
2009-11-09,8121
2009-11-10,5394
2009-11-11,3952
2009-11-12,4746
2009-11-13,4889
2009-11-14,4470
2009-11-16,38511
2009-11-17,9178
2009-11-18,6197
2009-11-19,5059
2009-11-20,4940
2009-11-21,3930
2009-11-23,9172
2009-11-24,5356
2009-11-25,4087
2009-11-26,5774
2009-11-27,7523
2009-11-28,4635
2009-11-29,10176
2009-11-30,10559
2009-12-01,10667
2009-12-02,4416
2009-12-03,5352
2009-12-04,4554
2009-12-05,4179
2009-12-06,8602
2009-12-07,10919
2009-12-08,6386
2009-12-09,4952
2009-12-10,4444
2009-12-11,5032
2009-12-12,4357
2009-12-13,8876
2009-12-14,17361
2009-12-15,7552
2009-12-16,5068
2009-12-17,5362
2009-12-18,17995
2009-12-19,5795
2009-12-20,9627
2009-12-21,9911
2009-12-22,11277
2009-12-23,5911
2009-12-24,4927
2009-12-25,3979
2009-12-26,4016
2009-12-27,9537
2009-12-28,14016
2009-12-29,8244
2009-12-30,6535
2009-12-31,4388
2010-01-01,4165
2010-01-02,5095
2010-01-03,6055
2010-01-04,6186
2010-01-05,4340
2010-01-06,4101
2010-01-07,4743
2010-01-08,5417
2010-01-09,7501
2010-01-10,13249
2010-01-11,9998
2010-01-12,5872
2010-01-13,5444
2010-01-14,5511
2010-01-15,5761
2010-01-16,6499
2010-01-17,60351
2010-01-18,17210
2010-01-19,10149
2010-01-20,8248
2010-01-21,7608
2010-01-22,8179
2010-01-25,97155
2010-01-26,28688
2010-01-27,16227
2010-01-28,12587
2010-01-29,11542
2010-01-30,10183
2010-01-31,10981
2010-02-01,28006
2010-02-02,20251
2010-02-03,24625
2010-02-04,19122
2010-02-05,24810
2010-02-06,22039
2010-02-07,72508
2010-02-09,35008
2010-02-10,15585
2010-02-11,9134
2010-02-12,6606
2010-02-13,4668
2010-02-14,3892
2010-02-15,3709
2010-02-16,3799
2010-02-17,3005
2010-02-18,3119
2010-02-19,2776
2010-02-20,2310
2010-02-21,2608
2010-02-22,2812
2010-02-24,4066
2010-02-25,2510
2010-02-26,2627
2010-02-27,2338
2010-02-28,2267
2010-03-01,2381
2010-03-02,2429
2010-03-03,2321
2010-03-04,3191
2010-03-05,6160
2010-03-06,2110
2010-03-07,2005
2010-03-08,2329
2010-03-09,2369
2010-03-10,2062
2010-03-11,1889
2010-03-12,2007
2010-03-13,1967
2010-03-14,1828
2010-03-15,2153
2010-03-16,2237
2010-03-17,2212
2010-03-18,2076
2010-03-19,1925
2010-03-20,1642
2010-03-21,1748
2010-03-22,2023
2010-03-23,2445
2010-03-24,3068
2010-03-25,2276
2010-03-26,2079
2010-03-27,1926
2010-03-28,1784
2010-03-29,1822
2010-03-30,2109
2010-03-31,2024
2010-04-01,1727
2010-04-02,1583
2010-04-03,1725
2010-04-04,1770
2010-04-05,2937
2010-04-06,2494
2010-04-07,2123
2010-04-08,1919
2010-04-09,1952
2010-04-10,1720
2010-04-11,1806
2010-04-12,1837
2010-04-13,2015
2010-04-14,1971
2010-04-15,2166
2010-04-16,2404
2010-04-17,1905
2010-04-18,1996
2010-04-19,2097
2010-04-20,2143
2010-04-21,2580
2010-04-22,3283
2010-04-23,7488
2010-04-24,4441
2010-04-25,2946
2010-04-26,2989
2010-04-27,3207
2010-04-28,2931
2010-04-29,2556
2010-04-30,2408
2010-05-01,1711
2010-05-02,1886
2010-05-03,2085
2010-05-04,2103
2010-05-05,1829
2010-05-06,2158
2010-05-07,2955
2010-05-08,1706
2010-05-09,1610
2010-05-10,2010
2010-05-11,1972
2010-05-12,2041
2010-05-13,1474
2010-05-14,1788
2010-05-15,1441
2010-05-16,1551
2010-05-17,1761
2010-05-18,1565
2010-05-19,1378
2010-05-20,1631
2010-05-21,1764
2010-05-22,1652
2010-05-23,1550
2010-05-24,1649
2010-05-25,1610
2010-05-26,1605
2010-05-27,1348
2010-05-28,1204
2010-05-29,1224
2010-05-30,1159
2010-05-31,1232
2010-06-01,1329
2010-06-02,1407
2010-06-03,1668
2010-06-04,1924
2010-06-05,1691
2010-06-06,1459
2010-06-07,2795
2010-06-08,8263
2010-06-09,1374
2010-06-10,1127
2010-06-11,897
2010-06-12,232
2010-06-13,205
2010-06-14,193
2010-06-15,548
2010-06-16,775
2010-06-17,1366
2010-06-18,1617
2010-06-19,1260
2010-06-20,1145
2010-06-21,1348
2010-06-22,1130
2010-06-23,1105
2010-06-24,1011
2010-06-25,977
2010-06-27,463
2010-06-29,1348
2010-06-30,1258
2010-07-01,1158
2010-07-02,1227
2010-07-03,1019
2010-07-04,911
2010-07-06,1564
2010-07-11,1251
2010-07-12,1185
2010-07-13,1397
2010-07-14,1404
2010-07-15,2093
2010-07-16,1731
2010-07-17,1495
2010-07-18,1391
2010-07-19,1444
2010-07-20,1753
2010-07-21,1721
2010-07-22,3386
2010-07-23,2380
2010-07-24,1847
2010-07-25,1900
2010-07-26,2835
2010-07-27,2435
2010-07-28,2440
2010-07-29,2698
2010-07-30,2587
2010-07-31,2812
2010-08-01,2146
2010-08-02,3413
2010-08-03,5930
2010-08-04,4690
2010-08-05,3180
2010-08-06,3009
2010-08-07,2637
2010-08-08,2579
2010-08-09,3432
2010-08-10,2755
2010-08-11,2895
2010-08-12,2879
2010-08-13,3411
2010-08-14,2437
2010-08-15,4055
2010-08-16,3947
2010-08-17,6276
2010-08-18,5385
2010-08-19,4631
2010-08-20,4963
2010-08-21,4252
2010-08-22,3948
2010-08-23,4631
2010-08-24,4080
2010-08-25,3232
2010-08-26,3590
2010-08-27,7022
2010-08-28,3207
2010-08-29,3434
2010-08-30,3597
2010-08-31,3345
2010-09-01,3495
2010-09-02,3657
2010-09-03,3964
2010-09-04,3238
2010-09-05,3811
2010-09-06,3722
2010-09-07,4681
2010-09-08,5177
2010-09-09,5570
2010-09-10,9246
2010-09-11,4188
2010-09-12,19268
2010-09-13,10623
2010-09-14,6450
2010-09-15,4889
2010-09-16,5521
2010-09-17,7691
2010-09-18,8741
2010-09-19,13366
2010-09-20,91684
2010-09-21,10889
2010-09-22,5526
2010-09-23,4803
2010-09-24,4137
2010-09-25,4039
2010-09-26,11276
2010-09-27,12285
2010-09-28,7502
2010-09-29,4656
2010-09-30,4069
2010-10-01,3907
2010-10-02,3647
2010-10-03,8183
2010-10-04,11038
2010-10-05,9214
2010-10-06,4663
2010-10-07,3844
2010-10-08,4125
2010-10-09,3304
2010-10-10,9505
2010-10-11,6982
2010-10-12,13913
2010-10-13,4868
2010-10-14,5243
2010-10-15,4240
2010-10-16,3309
2010-10-17,9446
2010-10-18,23749
2010-10-19,6112
2010-10-20,4208
2010-10-21,3878
2010-10-22,3851
2010-10-23,3007
2010-10-24,5063
2010-10-25,7054
2010-10-26,17839
2010-10-27,4916
2010-10-28,4472
2010-10-29,7663
2010-10-30,7091
2010-10-31,8222
2010-11-01,9229
2010-11-02,28184
2010-11-03,5376
2010-11-04,5714
2010-11-05,6511
2010-11-06,4159
2010-11-07,8670
2010-11-08,13675
2010-11-09,6063
2010-11-10,4320
2010-11-11,4349
2010-11-12,4449
2010-11-13,3579
2010-11-14,7151
2010-11-15,10000
2010-11-16,6091
2010-11-17,4095
2010-11-18,5215
2010-11-19,5457
2010-11-20,6209
2010-11-21,13913
2010-11-22,25892
2010-11-23,6746
2010-11-24,4081
2010-11-25,6067
2010-11-26,6271
2010-11-27,4413
2010-11-28,10206
2010-11-29,28456
2010-11-30,7434
2010-12-01,5712
2010-12-02,4403
2010-12-03,4061
2010-12-04,3723
2010-12-05,10747
2010-12-06,20386
2010-12-07,9594
2010-12-08,6300
2010-12-09,6735
2010-12-10,17384
2010-12-11,5265
2010-12-12,7526
2010-12-13,9218
2010-12-14,16640
2010-12-15,6511
2010-12-16,4858
2010-12-17,5097
2010-12-18,3443
2010-12-19,9015
2010-12-20,9097
2010-12-21,16062
2010-12-22,6635
2010-12-23,5154
2010-12-24,4114
2010-12-25,3279
2010-12-26,7506
2010-12-27,11846
2010-12-28,7356
2010-12-29,7155
2010-12-30,4635
2010-12-31,5414
2011-01-01,8182
2011-01-02,12076
2011-01-03,21893
2011-01-04,8617
2011-01-05,7873
2011-01-06,7684
2011-01-07,9769
2011-01-08,8938
2011-01-09,53003
2011-01-10,11881
2011-01-11,9887
2011-01-12,5548
2011-01-13,5504
2011-01-14,5974
2011-01-15,6126
2011-01-16,13364
2011-01-17,11471
2011-01-18,6527
2011-01-19,6016
2011-01-20,5897
2011-01-21,4835
2011-01-22,4488
2011-01-23,7888
2011-01-24,14049
2011-01-25,6544
2011-01-26,5476
2011-01-27,4890
2011-01-28,4669
2011-01-29,3611
2011-01-30,4363
2011-01-31,8725
2011-02-01,4256
2011-02-02,4224
2011-02-03,5090
2011-02-04,4605
2011-02-05,5092
2011-02-06,8036
2011-02-07,17626
2011-02-08,5647
2011-02-09,3957
2011-02-10,3918
2011-02-11,3495
2011-02-12,2734
2011-02-13,2542
2011-02-14,3056
2011-02-15,2897
2011-02-16,4807
2011-02-17,2858
2011-02-18,3052
2011-02-19,1899
2011-02-20,1844
2011-02-21,2622
2011-02-22,2168
2011-02-23,2281
2011-02-24,2398
2011-02-25,2114
2011-02-26,1778
2011-02-27,1996
2011-02-28,2407
2011-03-01,2323
2011-03-02,2356
2011-03-03,2219
2011-03-04,2119
2011-03-05,1552
2011-03-06,1890
2011-03-07,2315
2011-03-08,2184
2011-03-09,2370
2011-03-10,2022
2011-03-11,1786
2011-03-12,1915
2011-03-13,1936
2011-03-14,1855
2011-03-15,2126
2011-03-16,1663
2011-03-17,1709
2011-03-18,1505
2011-03-19,1306
2011-03-20,1405
2011-03-21,1659
2011-03-22,1862
2011-03-23,2079
2011-03-24,3904
2011-03-25,4152
2011-03-26,2403
2011-03-27,1774
2011-03-28,1974
2011-03-29,2147
2011-03-30,1993
2011-03-31,2159
2011-04-01,1780
2011-04-02,1424
2011-04-03,1623
2011-04-04,1683
2011-04-05,1915
2011-04-06,1788
2011-04-07,1681
2011-04-08,3697
2011-04-09,4884
2011-04-10,3440
2011-04-11,3367
2011-04-12,3670
2011-04-13,5013
2011-04-14,5296
2011-04-15,3127
2011-04-16,1786
2011-04-17,1932
2011-04-18,2974
2011-04-19,3006
2011-04-20,2738
2011-04-21,2645
2011-04-22,2563
2011-04-23,1823
2011-04-24,2123
2011-04-25,3064
2011-04-26,3296
2011-04-27,3572
2011-04-28,4161
2011-04-29,5659
2011-04-30,4737
2011-05-01,3017
2011-05-02,2430
2011-05-03,2221
2011-05-04,2389
2011-05-05,2471
2011-05-06,1923
2011-05-07,1427
2011-05-08,1565
2011-05-09,1763
2011-05-10,1871
2011-05-11,2059
2011-05-12,2051
2011-05-13,1711
2011-05-14,1236
2011-05-15,1588
2011-05-16,1884
2011-05-17,1833
2011-05-18,1979
2011-05-19,1897
2011-05-20,1585
2011-05-21,1228
2011-05-22,1390
2011-05-23,1785
2011-05-24,2023
2011-05-25,3704
2011-05-26,2136
2011-05-27,1520
2011-05-28,1204
2011-05-29,1261
2011-05-30,1642
2011-05-31,1679
2011-06-01,1699
2011-06-02,1907
2011-06-03,1513
2011-06-04,1216
2011-06-05,1225
2011-06-06,1776
2011-06-07,1893
2011-06-08,1522
2011-06-09,1366
2011-06-10,1577
2011-06-11,1324
2011-06-12,1409
2011-06-13,1720
2011-06-14,1336
2011-06-15,1668
2011-06-16,1603
2011-06-17,1641
2011-06-18,1837
2011-06-19,2074
2011-06-20,1856
2011-06-21,1508
2011-06-22,1607
2011-06-23,2321
2011-06-24,2156
2011-06-25,1431
2011-06-26,1965
2011-06-27,1933
2011-06-28,1920
2011-06-29,2065
2011-06-30,1809
2011-07-01,1675
2011-07-02,1620
2011-07-03,1353
2011-07-04,2823
2011-07-05,1998
2011-07-06,1925
2011-07-07,2022
2011-07-08,8103
2011-07-09,6235
2011-07-10,3897
2011-07-11,2390
2011-07-12,1956
2011-07-13,2009
2011-07-14,3991
2011-07-15,2034
2011-07-16,1570
2011-07-17,2179
2011-07-18,2330
2011-07-19,2390
2011-07-20,3156
2011-07-21,2693
2011-07-22,2434
2011-07-23,1836
2011-07-24,1777
2011-07-25,2662
2011-07-26,4435
2011-07-27,3896
2011-07-28,3775
2011-07-29,4398
2011-07-30,8768
2011-07-31,15260
2011-08-01,7691
2011-08-02,5112
2011-08-03,4221
2011-08-04,4127
2011-08-05,3849
2011-08-06,3285
2011-08-07,3415
2011-08-08,3038
2011-08-09,3249
2011-08-10,3406
2011-08-11,3133
2011-08-12,3607
2011-08-13,3113
2011-08-14,4620
2011-08-15,3319
2011-08-16,3529
2011-08-17,3550
2011-08-18,3989
2011-08-19,4048
2011-08-20,4551
2011-08-21,6350
2011-08-22,6160
2011-08-23,6048
2011-08-24,4968
2011-08-25,6016
2011-08-26,5327
2011-08-27,10152
2011-08-28,4497
2011-08-29,4684
2011-08-30,6450
2011-08-31,3785
2011-09-01,3488
2011-09-03,3100
2011-09-04,3356
2011-09-05,9756
2011-09-06,9437
2011-09-07,8318
2011-09-08,17022
2011-09-09,23929
2011-09-10,9055
2011-09-11,16963
2011-09-12,14987
2011-09-13,11476
2011-09-14,5189
2011-09-15,4673
2011-09-16,4585
2011-09-17,5461
2011-09-18,10096
2011-09-19,13370
2011-09-20,13661
2011-09-21,4812
2011-09-22,3958
2011-09-23,3901
2011-09-24,3957
2011-09-25,8351
2011-09-26,28355
2011-09-27,9572
2011-09-28,3926
2011-09-29,4216
2011-09-30,4544
2011-10-01,3621
2011-10-02,7170
2011-10-03,8056
2011-10-04,14140
2011-10-05,4512
2011-10-06,4070
2011-10-07,4297
2011-10-08,3460
2011-10-09,7850
2011-10-10,7210
2011-10-11,6030
2011-10-12,3763
2011-10-13,3544
2011-10-14,3410
2011-10-15,6866
2011-10-16,8864
2011-10-17,8191
2011-10-18,6109
2011-10-19,4546
2011-10-21,3667
2011-10-22,3149
2011-10-23,6847
2011-10-24,26443
2011-10-25,6700
2011-10-26,6375
2011-10-27,7223
2011-10-28,5227
2011-10-29,3826
2011-10-30,11575
2011-10-31,9205
2011-11-01,6575
2011-11-02,5730
2011-11-03,6269
2011-11-04,7097
2011-11-05,4629
2011-11-06,11798
2011-11-07,17001
2011-11-08,6879
2011-11-09,4727
2011-11-10,3701
2011-11-11,3746
2011-11-12,3125
2011-11-13,8711
2011-11-14,12934
2011-11-15,7996
2011-11-16,4625
2011-11-17,4555
2011-11-18,5367
2011-11-19,3843
2011-11-20,6280
2011-11-21,13295
2011-11-22,6153
2011-11-23,4271
2011-11-24,6398
2011-11-25,6173
2011-11-26,4383
2011-11-27,11082
2011-11-28,11006
2011-11-29,18897
